genres,app_name,release_date,price,id,developer
['Casual'],Crushing Blow,2017-08-15,1.99,653760.0,"Igor Litvinsky,Pavel Voronik"
"['Action', 'Free to Play', 'Indie', 'Strategy']",Commander Rocket - Awesomenauts Character,2017-08-16,5.99,561567.0,Ronimo Games
"['Action', 'Free to Play', 'Indie', 'Strategy']",Awesomenauts - Commander Cook-It Skin,2017-08-16,4.99,634012.0,Ronimo Games
"['Simulation', 'Early Access']",Interstellar Transport Company,2017-08-16,19.99,573490.0,MT Worlds
"['Action', 'Indie']",Ruin City Gasolina,2017-08-16,0.99,689350.0,LillyWelland inc.
"['Casual', 'Indie', 'Strategy', 'Early Access']",Metronix Lab,2017-08-16,4.99,682820.0,"Parrot King Games,Bryan Adriel,Ivan Luiz Silva Rocha,Lucas Pedrosa dos Santos,Igor Nascimento Guanais Santos"
"['Action', 'Indie', 'Simulation', 'Sports', 'VR']",Header Goal VR: Being Axel Rix,2016-04-21,14.99,532120.0,
"['Simulation', 'Sports']",Axis Football 2017,2017-08-16,19.99,554750.0,Axis Games
['Free to Play'],Lumber King,2017-08-16,0.0,681500.0,WnMStudio
['Free to Play'],Lumber King DLC - Shining Helmet,2017-08-16,0.99,681510.0,
['Free to Play'],Lumber King DLC - Holy Armor,2017-08-16,2.99,681511.0,
['Free to Play'],Lumber King DLC - King's Shield,2017-08-16,8.99,681512.0,
['Free to Play'],Lumber King DLC - Disciplined Bracelet,2017-08-16,14.99,681515.0,
['Free to Play'],Lumber King DLC - Sword Of Heaven,2017-08-16,29.99,681513.0,
"['Action', 'Casual', 'Indie']",Direct,2017-08-17,0.99,675720.0,ToastieLabs
"['Action', 'Indie']",CrownFall,2017-08-17,2.99,683730.0,"LegendaryTaler,Oddeyefish"
['Indie'],YOBA,2017-08-17,1.99,688690.0,PEKA Gaming
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Labyrinth - Starter Pack,2017-08-17,19.99,641450.0,Free Range Games
"['Movie', 'Short', '360 Video', 'VR', 'Space', 'Space Sim']",Journey VR,2016-04-21,1.99,695520.0,
"['VR', 'Casual', 'World War II', 'Historical', 'War', 'Adventure', 'Education', 'Science']",VR Battleship YAMATO,2016-04-21,44.99,649620.0,
"['Free to Play', 'Massively Multiplayer', 'RPG']",Dark Eden Origin,2017-08-17,0.0,658510.0,SOFTON ENTERTAINMENT
['Audio Production'],The Music Room,2016-04-21,129.99,431030.0,
"['Racing', 'Action', 'VR']",VR Formula,2016-04-21,12.99,673840.0,
"['Casual', 'Anime', 'VR']",Hop Step Sing! Kimamani☆Summer vacation (HQ Edition),2016-04-21,6.99,689710.0,
"['Action', 'Casual']",RoboZone,2017-09-29,1.99,668460.0,IteraLabs
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Battlefleet Engineer,2017-06-10,4.99,685910.0,Tomi Syväjärvi
"['Adventure', 'Casual', 'Indie']",AOK Adventures Of Kok,2017-07-31,0.99,686690.0,Deep dark fantasy games
['Indie'],Adventures of the Worm,2017-08-18,0.99,681410.0,"Lukáš Osouch,Petr Čermák"
"['Indie', 'RPG']",Restoration,2017-08-18,2.99,688380.0,Syu-Syu
"['Action', 'Adventure', 'Casual', 'Indie']",HardBall,2017-07-28,0.99,688550.0,DIGITAL MISTAKE
['Video Production'],MAGIX Video deluxe 2017 Steam Edition,2017-08-21,69.99,670460.0,MAGIX Software GmbH
"['Action', 'Casual', 'Indie']",HardBall Soundtracks,2017-08-21,0.99,692040.0,DIGITAL MISTAKE
"['Action', 'Strategy']",Elementals Reborn,2017-08-21,4.99,671180.0,"alexnown,Kunio"
"['Action', 'Casual']",Fatty Rabbit Hole,2017-08-21,4.99,686510.0,Martin Crownover
"['Utilities', 'Web Publishing']",Discord Bot Maker,2017-08-21,9.99,682130.0,Robert Borghese
"['Racing', 'Simulation', 'Sports', 'Strategy']",Motorsport Manager - Challenge Pack,2017-08-21,7.99,639680.0,Playsport Games
"['Action', 'Adventure', 'Casual', 'Indie']",Achievement Hunter: Pharaoh,2017-08-21,0.99,691660.0,putilin_industries
"['Action', 'Adventure', 'Indie', 'RPG']",Lost In Purple,2017-08-21,3.99,688600.0,Platoniax Studio
"['Casual', 'Indie']",Tanker,2017-08-21,3.99,688580.0,Alexey Volonsky
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Video Production', 'Web Publishing']",001 Game Creator - 3D FPS / Survival Horror Kit,2017-08-21,14.99,564681.0,SoftWeir Inc.
"['Action', 'Adventure', 'Indie']",All Evil Night,2017-05-01,2.99,682100.0,Mikhail Ramanouski
"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Agents of Aggro City Online,2017-08-21,9.99,658420.0,Starlight Studios
"['Free to Play', 'Simulation', 'Casual', 'Indie', 'VR']",Chop and Drop VR,2016-04-21,0.0,662700.0,
"['Action', 'Adventure', 'Indie']",White Day: A Labyrinth Named School,2017-08-22,29.99,466130.0,SONNORI Corp
"['Casual', 'RPG', 'Simulation', 'Strategy']",Tabletopia - Scythe,2017-08-21,5.99,414231.0,Jamey Stegmaier
"['Action', 'Indie', 'RPG']",Assault on the Necrospire,2017-08-21,8.99,491660.0,Bad Duck Games
"['Indie', 'Casual', 'VR']",CanBoom VR,2016-04-21,7.99,686100.0,
"['Action', 'Simulation', 'Strategy']",Firefighting Simulator,2018-07-01,4.99,420560.0,Chronos Unterhaltungssoftware
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",Trivia Vault: 1980's Trivia 2,2017-08-22,0.99,693880.0,Ripknot Systems
"['Action', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",World of Speed,2017-08-22,9.99,623880.0,"Saber Interactive,Redemption Ark"
"['Simulation', 'Strategy', 'Early Access']",Logos,2017-08-22,9.99,684040.0,Logos Universe
"['Action', 'Massively Multiplayer', 'Racing', 'Simulation', 'Sports']",World of Speed - BMW M3 E30,2017-08-22,17.99,688520.0,"Saber Interactive,Redemption Ark"
"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']",World of Speed - Subaru BRZ,2017-08-22,6.99,688510.0,"Saber Interactive,Redemption Ark"
"['Action', 'Massively Multiplayer', 'Racing', 'Simulation']",World of Speed - Ford Mustang GT,2017-08-22,24.99,688530.0,"Saber Interactive,Redemption Ark"
"['Casual', 'Free to Play', 'Simulation', 'Sports']",Zaccaria Pinball - Spooky 2017 Table,2017-08-22,2.99,690660.0,Magic Pixel Kft.
"['Action', 'Adventure', 'Indie']",MagiCat,2017-08-22,7.99,656970.0,Kucing Rembes
"['Casual', 'Indie']",Winter Cold,2017-08-22,1.99,684750.0,bch waves studio
"['Adventure', 'Casual', 'Indie', 'Sports']",Mahjong Challenge,2017-08-22,2.99,693240.0,Boogygames Studios
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - So-Young Han,2017-08-22,1.99,687090.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Sung-A Kim,2017-08-22,1.99,687100.0,SONNORI Corp
"['Casual', 'Indie', 'Strategy']",LOGistICAL: Italy,2017-08-22,9.99,693650.0,Sacada
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Ji-Hyeon Seol,2017-08-22,1.99,687110.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Ji-Min Yoo,2017-08-22,1.99,687160.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Hee-Min Lee,2017-08-22,1.99,687120.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Bong-Goo Lee,2017-08-22,1.99,687130.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Horror Costume - Dal-Su Son,2017-08-22,1.99,687150.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Beachwear Costume - So-Young Han,2017-08-22,1.99,686970.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Beachwear Costume - Sung-A Kim,2017-08-22,1.99,686980.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Beachwear Costume - Ji-Hyeon Seol,2017-08-22,1.99,686990.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Beachwear Costume - Ji-Min Yoo,2017-08-22,1.99,687030.0,SONNORI Corp
"['Action', 'Adventure', 'Indie']",White Day - Beachwear Costume - Hee-Min Lee,2017-08-22,1.99,687000.0,SONNORI Corp
"['Action', 'Casual', 'Indie', 'VR']",Hangry Bunnies From Mars,2016-04-21,5.99,672910.0,
"['Action', 'Indie', 'RPG']",Fictorum OST,2017-08-09,4.99,694510.0,Scraping Bottom Games
"['Action', 'Adventure']",Sobreviva - Low Poly,2017-08-23,1.99,686610.0,Marafigogames
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Shaintar: Legends Unleashed (Savage Worlds),2017-08-23,24.99,698810.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Fifth Edition Options: Recovery Dice Options (5E),2017-08-23,14.99,701840.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Fifth Edition Options (5E),2017-08-23,19.99,700930.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #4: Mounts (PFRPG),2017-08-23,7.99,697570.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #3: Oozes (PFRPG),2017-08-23,7.99,697560.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']","Fantasy Grounds - Mythic Monsters #2: Molds, Slimes, and Fungi (PFRPG)",2017-08-23,7.99,697510.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters: Demons (PFRPG),2017-08-23,7.99,697480.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ultimate Bestiary: Revenge of the Horde (PFRPG),2017-08-23,14.99,697620.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Malefactor Class: Revised & Expanded (5E),2017-08-23,3.99,702850.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #5: Mythos (PFRPG),2017-08-23,7.99,698090.0,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - B10: White Worm of Weston (5E),2017-08-23,6.99,696670.0,"SmiteWorks USA, LLC"
"['Casual', 'Indie']",Wordlase - 2500 levels,2017-08-24,1.99,699250.0,DeXP
"['Action', 'Indie', 'Simulation']",Sky Rogue,2017-08-24,19.99,381020.0,Fractal Phase
"['Casual', 'Indie']",O! STRELALKA!!!,2017-08-06,0.99,693680.0,Deep dark fantasy games
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']",AppGameKit - Visual Editor,2017-08-24,49.99,650840.0,The Game Creators
"['Casual', 'Indie']",Space Hero Line,2017-08-24,0.99,655120.0,Oriplay
['Adventure'],Alimardan Meets Merlin,2017-08-24,5.99,694430.0,RSK Entertainment
['RPG'],Fallout 4 - Creation Club,2017-08-24,4.99,598110.0,Bethesda Game Studios
['Adventure'],Alimardan's Mischief,2017-08-24,5.99,694420.0,RSK Entertainment
"['Casual', 'Indie', 'Early Access']",Molecats,2017-08-24,9.99,338290.0,Vidroid
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Sports']",Rule with an Iron Fish - A Pirate Fishing Adventure,2017-08-24,9.99,645750.0,Kestrel Games
"['Indie', 'RPG', 'Simulation', 'Strategy']",Ashes of the Singularity: Escalation - Co-Op Map Pack,2017-08-24,0.0,643910.0,"Stardock Entertainment,Oxide Games"
"['Adventure', 'Casual']",Dark Dimensions: Wax Beauty Collector's Edition,2017-08-24,12.99,695440.0,Daily Magic Productions
"['Action', 'Adventure', 'Indie', 'Sports']",Time Recoil - Original Soundtrack,2017-08-10,4.99,694210.0,10tons Ltd
"['Casual', 'Indie', 'Simulation']",Comedy Night,2017-08-24,4.99,665360.0,Lighthouse Games Studio
['Adventure'],Hakuoki: Kyoto Winds Deluxe Pack / 薄桜鬼 真改　風ノ章　デラックスセット / 薄櫻鬼 真改　風之章　下載內容套組,2017-08-24,9.99,691140.0,"Idea Factory,Design Factory"
['Adventure'],Hakuoki: Kyoto Winds / 薄桜鬼 真改　風ノ章 / 薄櫻鬼 真改　風之章,2017-08-24,29.99,589530.0,"Idea Factory,Design Factory"
['Adventure'],Hakuoki Kyoto Winds: Winds Treasure Box / 風ノ章　宝箱DLC / 風之章寶箱,2017-08-24,2.99,663580.0,"Idea Factory,Design Factory"
['Adventure'],The Seasons,2017-08-25,7.99,649170.0,Miki Squadron Project
['Adventure'],"The Seasons, Original Soundtrack",2017-08-25,4.99,650140.0,Miki Squadron Project
"['Action', 'Adventure', 'Casual', 'RPG']",Yatsumitsu Fists of Wrath,2017-08-25,8.99,696930.0,Virtual Top
['Simulation'],Mi-8MTV2: The Border Campaign,2017-08-25,9.99,602621.0,Armen Murazyan
"['Action', 'Indie']",Star Waker,2017-08-25,9.99,693090.0,From The Bard
['Simulation'],A-10C: Stone Shield Campaign,2017-08-25,9.99,602620.0,Roman Podvoysky
['Strategy'],Civil War: Gettysburg,2017-08-25,9.99,665440.0,HexWar Games
"['Casual', 'Indie', 'Simulation']",Hiking Simulator 2017,2017-08-25,0.99,668890.0,Shoho Games
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Champions of Odin,2017-08-25,1.99,479200.0,Hybris Studios
"['Action', 'Adventure']",NARUTO: Ultimate Ninja STORM,2017-08-25,19.99,495140.0,CyberConnect2 Co. Ltd.
"['Action', 'Adventure', 'Strategy']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,2017-08-25,19.99,543870.0,CyberConnect2 Co. Ltd.
"['Action', 'Adventure', 'Indie']",Hyper Knights - Minion Football,2017-08-25,0.0,698470.0,Endless Loop Studios
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",Midair,2017-08-25,29.99,439370.0,Archetype Studios
"['Action', 'Indie']",Yet Another Zombie Defense HD,2017-08-25,3.99,674750.0,Awesome Games Studio
"['Casual', 'Indie', 'Strategy']",Cute Monsters Battle Arena,2017-08-25,9.99,697960.0,Play Spirit Limited
"['Casual', 'Indie', 'Simulation', 'Strategy']",Trials of the Illuminati: Cityscape Animated Jigsaws,2017-08-25,3.99,695590.0,G. Malta
"['Action', 'Adventure', 'Casual', 'Indie']",Achievement Hunter: Urban,2017-08-26,0.99,695020.0,putilin_industries
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",Huusuienbu - Chapter Spring and Summer,2017-08-26,15.99,622670.0,REAL Co.Ltd
"['Adventure', 'Casual', 'Indie']",The Thirst of Hearts,2017-08-26,0.99,689360.0,Mikhail Melnikov
"['Action', 'Casual', 'Indie']",Abyssal Fall,2017-08-26,7.99,694150.0,Blazing Stick
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Early Access']",BROKE PROTOCOL: Online City RPG,2017-08-26,4.99,696370.0,Cylinder Studios
"['Action', 'Strategy', 'Early Access']",Xtrike,2017-08-26,1.99,658250.0,Chengen Zhao
"['Adventure', 'Casual', 'Indie']",Ambers BOOM,2017-08-27,1.99,661600.0,MetamorphoGames
"['Casual', 'Simulation', 'Sports', 'Indie', 'VR', 'Fast-Paced']",Racket Fury: Table Tennis VR,2016-04-21,9.99,555050.0,
"['Casual', 'Indie', 'Racing', 'Strategy']",Mad Driver,2017-08-27,0.99,619730.0,EHTechnology
['Adventure'],Zombie Commando 3D,2017-08-28,6.99,688330.0,YouzuStar
"['Casual', 'Free to Play', 'Simulation']",Poker World - Single Player,2017-08-28,0.0,680310.0,"OrangeGames,YoudaGames"
"['Casual', 'Simulation']",Les Quatre Alices,2017-08-28,1.99,669280.0,Mia Blais-Côté
"['Action', 'Indie']",Fist's Elimination Tower,2017-08-28,4.99,630460.0,Impostor Cat Games
"['Adventure', 'Casual', 'Indie']",The Witches' Tea Party Art Book,2017-08-28,3.99,678280.0,"Rabbiton,StarAura"
"['Adventure', 'Casual', 'Indie']",The Witches' Tea Party,2017-08-28,7.99,594950.0,"Rabbiton,StarAura"
"['Adventure', 'Casual', 'Indie']",The Witches' Tea Party Soundtrack,2017-08-28,3.99,678270.0,"Rabbiton,StarAura"
"['Casual', 'Simulation']",The Art of Les Quatre Alices,2017-08-28,0.99,676670.0,Mia Blais-Côté
"['Adventure', 'Casual', 'Indie']",The Wolf's Bite,2017-08-28,7.99,656040.0,"ericmbernier,bitmOO,davecoughlin76"
"['Action', 'Casual', 'Indie', 'Early Access']",Aliens&Asteroids,2017-08-28,0.99,661030.0,crowgames UG (haftungsbeschränkt)
"['Casual', 'Indie']",Pixel Puzzle Picross,2017-08-28,6.99,692190.0,Mouseless Media
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Evil Labs,2017-08-28,10.99,680860.0,Mirabolis Studios
"['Action', 'Indie', 'VR']",Spartaga,2016-04-21,19.99,657930.0,
"['Adventure', 'Casual', 'Indie']",Darkarta: A Broken Heart's Quest Standard Edition,2017-08-28,3.99,634180.0,Tuttifrutti Interactive
"['Casual', 'Indie', 'Simulation', 'Strategy']",Backgammon,2014-11-11,4.99,696110.0,baKno Games
['Indie'],The Sexy Brutale OST,2017-08-28,6.99,636710.0,"Cavalier Game Studios,Tequila Works"
"['Casual', 'Indie', 'Strategy']",Divine Ascent - Map pack,2017-08-28,0.99,682950.0,Absorb Reality
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet,2015-08-11,0.0,380600.0,Fishing Planet LLC
"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages 2 - Classic Pack + Soundtrack,2017-08-28,1.99,645970.0,ACE Team
"['Action', 'Indie', 'Racing', 'Strategy']",Rock of Ages 2: Bigger & Boulder™,2017-08-28,14.99,434460.0,ACE Team
"['Action', 'Indie']",Homelesshood,2017-08-28,1.99,685870.0,Barbara Karpowicz
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Music for The Long Dark -- Volume One,2017-08-28,9.99,690180.0,Hinterland Studio Inc.
"['Casual', 'Indie', 'RPG']",Heroes of Legionwood - Episode 3,2017-08-28,6.99,680160.0,Dark Gaia Studios
['Indie'],Let's Find a Way,2017-01-31,4.99,585800.0,ThinkOfGames
"['Action', 'Indie']",Rock 'N Roll,2017-08-28,5.99,665930.0,ZaxtorGameS
['Strategy'],XCOM 2: War of the Chosen,2017-08-28,39.99,593380.0,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Adventure', 'Violent', 'Action', 'RPG', 'VR', 'Co-op', 'Multiplayer']",Preta: Vendetta Rising,2016-04-21,19.99,624870.0,
"['Action', 'Indie', 'Early Access']",A Duel Hand Disaster: Trackher,2017-08-28,7.99,515010.0,Ask An Enemy Studios
['Casual'],NeoCube,2017-11-15,4.99,671580.0,"Vyacheslav Ozolnieks,Georgy Studenikin"
['Action'],Gunducky Industries,2017-08-28,2.99,686240.0,The Voices Games
"['Casual', 'Indie']",Pixel War,2017-08-11,0.99,697700.0,Alexey Kargin
"['Indie', 'Casual', 'Simulation', 'VR']",Cat Sorter VR,2016-04-21,12.99,645500.0,
"['Action', 'Strategy']",Bloons TD 5 - Military Bomb Tower Skin,2017-08-29,1.99,691510.0,Ninja Kiwi
"['Action', 'Indie']",AstronjumpBaby,2017-08-29,0.99,692710.0,Absortalent Games
['Indie'],Dogcoin,2017-08-29,0.99,697260.0,Primitive Studio
"['Action', 'Indie']",Infection Rate,2017-09-08,6.99,689030.0,AL Games
"['Action', 'Casual', 'Simulation', 'Space']",Starway Fleet,2016-04-21,9.99,610680.0,
"['Casual', 'Indie']",Wordlase,2017-04-29,2.99,602930.0,DeXP
"['Indie', 'Strategy']",Antihero Oliver Character,2017-08-29,0.99,652491.0,Tim Conkling
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Variety Song Pack XI,2017-08-29,9.99,637724.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Bombay Bicycle Club - “Your Eyes”,2017-08-29,2.99,637725.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Escape The Fate - “This War Is Ours (The Guillotine II)”,2017-08-29,2.99,637726.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – George Strait - “All My Ex’s Live in Texas”,2017-08-29,2.99,637728.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – The Flaming Lips - “She Don’t Use Jelly”,2017-08-29,2.99,637727.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie']",Shantae: Pirate Queen's Quest,2017-08-29,9.99,639310.0,WayForward
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",ARK: Survival Evolved,2017-08-29,59.99,346110.0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",ARK: Survival Of The Fittest,2017-08-29,59.99,407530.0,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
"['Action', 'Indie']",Deadly Traps,2017-08-30,0.99,690080.0,BT Studios
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Skylands,2017-08-28,13.99,618200.0,Skylands Dev Team
['Animation & Modeling'],MakeVR Pro,2016-04-21,39.99,569180.0,
"['Adventure', 'Indie']",Robby's Adventure,2017-08-29,4.99,663140.0,DillyFrame
['Movie'],Grass,2017-08-29,4.99,683400.0,
"['Action', 'Adventure', 'Indie']",Tribal Pass - OST & Art,2017-08-29,1.99,703160.0,"Tribe Tea,Stas Shostak,Evgeniy Yudin,Alexzander Protasenya,Ruslan Viter"
"['Action', 'Indie']",Gunscape - Seismic,2017-08-29,2.99,703560.0,Blowfish Studios
"['Adventure', 'Casual', 'Free to Play', 'Indie']",Island Dash,2017-08-30,0.0,676770.0,"Flo Knödl,Johannes Fischer,Michael Hütter,Christoph Müller,Simon Eberl,Thomas Kern,Lukas Schönwiese"
"['Adventure', 'Indie', 'RPG', 'Strategy']",Endless Reality,2017-08-30,9.99,688900.0,Hackerguild LLC
"['Indie', 'RPG', 'Strategy']",Talisman - The Dragon Expansion,2017-08-30,6.99,267789.0,Nomad Games
['Sports'],Surf World Series,2017-08-30,14.99,462640.0,Climax Studios
"['Sports', 'Action', 'Indie', 'VR']",Headmaster,2016-04-21,19.99,621010.0,
"['Indie', 'RPG']",Celestian Tales: Realms Beyond,2018-07-01,4.99,684700.0,Ekuator Games
"['Action', 'Indie']",The Nothing,2017-08-30,4.99,672690.0,DDD Wares
"['Early Access', 'Free to Play', 'VR', 'Casual', 'Simulation', 'Animation & Modeling', 'Funny', 'Memes', 'Sandbox', 'Comedy', 'Stylized', 'Building']",Mindshow,2016-04-21,0.0,382000.0,
"['Indie', 'VR']",Hoop Route,2016-04-21,2.99,592560.0,
"['Adventure', 'Indie', 'RPG', 'Early Access']",SUNLESS SKIES,2017-08-30,24.99,596970.0,Failbetter Games
"['Action', 'RPG']",Ys SEVEN,2017-08-30,24.99,587100.0,Nihon Falcom
"['Adventure', 'Casual', 'Indie', 'Simulation']",Morph Girl,2017-08-30,3.99,688260.0,Jaydeb
"['Action', 'Casual', 'Indie', 'Strategy']",Where the Money Is,2017-08-30,3.99,680890.0,"Flaming Bat Studios,Bareware Studios"
"['Casual', 'Indie', 'Racing']",Pixel Traffic: Circle Rush,2017-08-30,0.99,696460.0,For Kids
"['Action', 'Adventure', 'Indie', 'Early Access']",STICK ENGINE,2017-08-30,4.99,654740.0,Triverske
"['Adventure', 'Indie', 'Sports']",Watch Me Jump,2018-04-19,4.99,698770.0,Jeremy Gable
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Collector Pack,2017-08-30,4.99,700680.0,Artogon
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Armiger Pack,2017-08-30,4.99,700670.0,Artogon
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Warrior Pack,2017-08-30,8.99,700700.0,Artogon
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Famous Adventurer Pack,2017-08-31,14.99,700710.0,Artogon
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Explorer Pack,2017-08-31,4.99,700690.0,Artogon
"['Casual', 'Indie', 'Strategy']",BlobCat,2017-08-31,9.99,613210.0,BySamb
"['Casual', 'Indie', 'Early Access']",Charpi,2017-08-31,1.99,694670.0,Dasewner Games
"['Adventure', 'Casual', 'Indie']",Angry Gnome,2017-08-31,2.99,685920.0,Gorbachev V.A.
"['Action', 'Sports']",TEKKEN 7 DLC 1 Ultimate TEKKEN BOWL & Additional Costumes,2017-08-31,13.99,592372.0,BANDAI NAMCO Studios Inc.
['Simulation'],Train Simulator: Western Hydraulics Pack Add-On,2017-08-31,19.99,621920.0,Dovetail Games
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Mighty Party: Academy of Enchantress Pack,2017-08-31,9.99,698560.0,Panoramik Inc
"['Action', 'Casual', 'Indie']",Fur Up,2017-08-31,1.99,681800.0,Snowflurry Entertainment
"['Action', 'Indie', 'Early Access']",Super Bunny Man,2017-09-01,11.99,673750.0,Catobyte
"['Adventure', 'Simulation', 'Sports']",theHunter™: Call of the Wild - Backpacks,2017-08-31,4.99,706150.0,Expansive Worlds
"['Casual', 'Free to Play', 'Indie']","Hide and Seek - Glowing ""Ninja Master"" Mask",2017-08-31,3.99,693635.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Glowing Scuba Helmet,2017-08-31,2.99,693641.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Halo,2017-08-31,2.99,693606.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Headphones,2017-08-31,0.99,693628.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Horns,2017-08-31,1.99,693617.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Medic Hat,2017-08-31,0.99,693614.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Miner Hat,2017-08-31,1.99,693607.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Small Ears,2017-08-31,0.99,693630.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Ninja Headband,2017-08-31,0.99,693620.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - General's Hat,2017-08-31,0.99,693608.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Plunger,2017-08-31,1.99,693624.0,Llama Software
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",JCB Pioneer: Mars,2017-09-01,24.99,536660.0,Atomicom
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Headlamp,2017-08-31,0.99,693621.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Lightbulb,2017-08-31,1.99,693616.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Mobile Turret,2017-08-31,0.99,693636.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Party Hat,2017-08-31,0.99,693631.0,Llama Software
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Sombrero,2017-08-31,0.99,693610.0,Llama Software
